Papel   Cotacao P/L        P/VP    PSR        DY      P/Ativo    P/Cap.Giro P/EBIT     P/ACL       EV/EBIT     EV/EBITDA Mrg.Ebit    Mrg.Liq.    Liq.Corr. ROIC        ROE   Liq.2meses
PNVL3   11.95   20.42      1.58    0.416      0.0186  0.610      2.49       12.26      -25.14      17.78       7.71    0.0339      0.0204      1.71    0.0676      0.0773 3643310.00
LAME4   6.55    20.99      1.89    0.476      0.00    0.282      1.19       7.32       -4.32       11.24       5.46    0.0651      0.0251      1.72    0.0653      0.0902 0.00   
MDIA3   34.87   21.02      1.62    1.091      0.0057  0.991      4.06       13.56      16.16       13.93       9.92    0.0804      0.0519      2.19    0.0978      0.0771 39690200.00
EQTL3   34.16   21.02      2.00    1.039      0.0101  0.396      10.31      4.73       -0.75       9.08        7.52    0.2195      0.0706      1.19    0.0973      0.0951 223921000.00
DESK3   16.36   21.14      1.50    2.047      0.0012  0.641      -26.85     6.25       -1.47       8.53        5.71    0.3278      0.1089      0.84    0.1112      0.0708 3329000.00
LAME3   6.62    21.22      1.91    0.481      0.00    0.285      1.20       7.40       -4.37       11.32       5.49    0.0651      0.0251      1.72    0.0653      0.0902 0.00   
ENGI3   17.91   21.62      3.03    1.347      0.0168  0.559      -97.38     6.31       -1.04       10.70       8.53    0.2135      0.0825      0.98    0.1008      0.1402 96027.00
EZTC3   18.44   21.66      0.89    3.858      0.0111  0.698      1.93       72.13      2.84        72.45       52.01   0.0535      0.1837      5.19    0.0113      0.0409 41970100.00
IGTI3   2.87    21.70      1.45    5.322      0.0107  0.831      10.31      10.83      -3.58       14.12       10.80   0.4916      0.2499      1.71    0.0901      0.067 188580.00
BPAC3   16.70   21.73      4.02    0.000      0.0149  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.1851 117327.00
ASAI3   13.17   21.74      4.12    0.278      0.0066  0.431      -5.21      4.12       -0.75       6.36        4.83    0.0675      0.0128      0.79    0.1752      0.1894 156543000.00
CRTP3   86.50   22.26      2.38    2.435      0.00    1.570      5.55       19.63      8.19        18.02       18.02   0.124       0.1094      2.14    0.1236      0.1068 0.00   
BSCT6   2.58    22.49      2.04    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0905 0.00   
RSIP3   0.44    22.70      1.32    0.875      0.00    0.433      -10.98     9.53       -1.46       18.48       33.21   0.0917      0.0385      0.90    0.05        0.058 0.00   
RSIP4   0.44    22.70      1.32    0.875      0.00    0.433      -10.98     9.53       -1.46       18.48       33.21   0.0917      0.0385      0.90    0.05        0.058 0.00   
TVIT3   19.30   23.46      5.45    1.705      0.00    2.424      175.42     16.02      -12.72      17.14       17.14   0.1064      0.0727      1.04    0.1758      0.2324 0.00   
EMAE4   59.10   23.64      1.88    3.620      0.0336  1.066      2.77       742.71     77.43       587.26      176.85  0.0049      0.1531      7.07    0.0019      0.0797 345516.00
TMGC3   1500.00 23.77      3.05    2.182      0.00    2.101      12.70      33.47      22.43       32.14       32.14   0.0652      0.0918      1.69    0.0873      0.1283 0.00   
POWE3   10.90   23.92      0.99    0.618      0.00    0.378      6.57       17.61      -3.01       10.63       10.01   0.0351      0.0259      1.13    0.0354      0.0413 0.00   
TSEP4   29.01   23.97      1.30    1.282      0.00    0.906      3.80       14.82      4.43        12.29       12.29   0.0865      0.0535      1.88    0.091       0.0543 0.00   
IGTI11  22.64   24.45      1.64    5.997      0.0095  0.936      11.62      12.20      -4.03       15.50       11.85   0.4916      0.2499      1.71    0.0901      0.067 75891900.00
ELEK3   19.11   24.46      2.66    0.619      0.0034  1.067      3.75       52.11      -110.34     65.77       26.15   0.0119      0.0253      1.94    0.0252      0.1087 0.00   
MAGS3   62.45   24.49      3.13    2.217      0.00    2.120      4.90       15.02      6.65        14.19       14.19   0.1476      0.0891      3.06    0.1874      0.1278 0.00   
FLRY3   16.91   24.78      1.79    1.573      0.0217  0.802      10.05      11.04      -2.64       14.74       8.53    0.1425      0.0629      1.48    0.0839      0.0721 54397400.00
ONCO3   10.38   24.97      2.47    1.039      0.00    0.636      6.28       7.11       -1.67       11.02       8.44    0.1462      0.0612      1.48    0.1069      0.099 24465600.00
CRUZ3   27.59   25.31      22.46   6.614      0.00    7.185      62.03      20.74      124.93      20.75       19.27   0.3189      0.2613      1.19    0.468       0.8876 0.00   
TNLP4   20.36   25.96      0.71    0.344      0.00    0.125      1.29       3.40       -0.33       9.07        9.07    0.1012      -0.0007     1.48    0.0458      0.0272 0.00   
HGTX4   9.60    26.11      0.92    1.070      0.00    0.635      1.92       27.10      2.54        28.00       11.15   0.0395      0.041       2.47    0.03        0.0351 0.00   
AMBV4   86.80   26.59      8.74    8.027      0.00    5.253      144.02     20.54      -37.72      20.36       18.35   0.3908      0.3076      1.18    0.3243      0.3288 0.00   
AMBV3   87.00   26.65      8.76    8.045      0.00    5.266      144.35     20.59      -37.80      20.41       18.39   0.3908      0.3076      1.18    0.3243      0.3288 0.00   
MATD3   7.40    26.66      1.70    1.311      0.0087  0.547      3.45       6.68       -1.35       8.86        7.08    0.1963      0.059       2.68    0.0905      0.0638 2822100.00
TOTS3   33.48   27.02      4.38    4.887      0.0131  2.360      8.09       13.13      194.38      12.28       10.47   0.3721      0.1872      2.97    0.2827      0.1623 131811000.00
RPSA4   4.90    27.33      1.55    5.697      0.00    0.805      5.09       107.53     -4.50       137.55      137.55  0.053       0.2085      2.09    0.0085      0.0569 0.00   
WEGE3   34.13   27.66      8.89    4.488      0.0175  4.763      14.89      20.59      19.71       20.17       18.54   0.218       0.166       1.86    0.3156      0.3213 280248000.00
SEBB11  23.27   28.01      6.44    2.214      0.00    5.279      24.65      23.96      28.94       23.73       23.73   0.0924      0.074       2.44    0.2415      0.2301 0.00   
VVEO3   14.18   28.28      1.46    0.424      0.0173  0.459      1.51       7.48       -5.24       10.14       8.74    0.0566      0.015       2.04    0.0901      0.0517 10644700.00
PGMN3   3.37    28.90      0.71    0.166      0.0452  0.210      1.28       5.20       -1.06       8.64        3.45    0.032       -0.0091     1.48    0.0539      0.0247 3081530.00
CCRO3   13.38   28.94      2.13    1.631      0.0144  0.511      20.94      4.98       -0.95       9.15        7.28    0.3278      0.0593      1.13    0.1216      0.0737 94465300.00
SMFT3   22.45   29.11      2.79    6.216      0.0157  0.997      11.94      30.51      -2.64       32.13       9.06    0.2037      0.2152      1.47    0.0426      0.0959 43647900.00
ELCA4   20.20   29.32      7.30    2.765      0.00    1.614      96.33      11.34      -3.15       14.04       11.69   0.2439      0.1292      1.07    0.1603      0.2489 0.00   
ELET3   40.74   29.36      0.83    2.667      0.0054  0.340      3.47       8.96       -0.89       12.69       9.45    0.2978      0.0858      1.88    0.0433      0.0283 261548000.00
ENBR3   24.08   30.41      1.29    0.793      0.059   0.382      -9.12      3.13       -1.12       5.27        4.06    0.253       0.0382      0.89    0.1334      0.0425 0.00   
BSCT5   3.50    30.51      2.76    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0905 0.00   
PNVL4   18.62   31.81      2.46    0.647      0.00    0.951      3.87       19.10      -39.17      24.62       10.68   0.0339      0.0204      1.71    0.0676      0.0773 0.00   
BMGB11  33.60   32.01      1.26    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0393 0.00   
ELET6   44.72   32.22      0.91    2.928      0.0334  0.373      3.80       9.83       -0.98       13.56       10.10   0.2978      0.0858      1.88    0.0433      0.0283 57309300.00
MOSI3   8.24    32.29      1.56    4.761      0.00    1.453      1.89       89.69      1.90        42.98       24.91   0.0531      0.1475      13.30   0.0812      0.0482 0.00   
CREM3   14.50   32.69      2.45    0.685      0.00    0.670      4.89       8.52       -5.41       12.04       7.07    0.0805      0.021       1.29    0.1136      0.075 0.00   
ARML3   16.01   32.88      4.57    4.461      0.0181  1.397      8.21       13.03      -3.64       16.37       11.56   0.3423      0.1357      2.22    0.1484      0.1389 9745870.00
NGRD3   1.28    32.97      0.67    1.128      0.0116  0.455      1.84       63.50      4.34        28.67       4.59    0.0178      0.0271      2.37    0.0111      0.0203 600138.00
TSEP3   40.00   33.05      1.79    1.768      0.00    1.250      5.24       20.44      6.11        17.91       17.91   0.0865      0.0535      1.88    0.091       0.0543 0.00   
ELEK4   26.00   33.27      3.62    0.842      0.0025  1.452      5.10       70.89      -150.12     84.56       33.61   0.0119      0.0253      1.94    0.0252      0.1087 0.00   
YDUQ3   20.40   33.53      1.95    1.256      0.0135  0.644      7.24       7.75       -1.58       12.87       6.64    0.162       0.038       1.52    0.0969      0.0581 101657000.00
CPLE5   23.20   34.58      2.98    3.137      0.0177  1.242      16.03      20.22      -3.67       23.01       16.46   0.1552      0.091       1.48    0.0714      0.0861 2498.95
CTIP3   49.50   35.13      8.76    8.248      0.00    3.774      -71.28     21.15      -14.32      21.42       18.26   0.3899      0.2348      0.85    0.2463      0.2494 0.00   
SCAR3   23.19   35.36      0.88    1.699      0.00    0.382      1.40       4.72       -1.79       10.19       8.61    0.3598      0.048       4.63    0.0881      0.0248 288986.00
TNLP3   27.75   35.39      0.96    0.468      0.00    0.170      1.76       4.63       -0.45       10.31       10.31   0.1012      -0.0007     1.48    0.0458      0.0272 0.00   
GOLL4   9.01    35.47      -0.17   0.204      0.00    0.219      -0.36      1.79       -0.11       6.31        3.50    0.1141      0.0058      0.25    0.1487      -0.0048 92058500.00
RDOR3   26.08   35.55      2.62    1.472      0.0098  0.622      2.12       11.87      -2.20       12.28       9.03    0.124       0.0439      2.70    0.0802      0.0737 171519000.00
ELCA3   24.70   35.85      8.92    3.382      0.00    1.973      117.79     13.86      -3.85       16.56       13.79   0.2439      0.1292      1.07    0.1603      0.2489 0.00   
LIPR3   70.12   35.93      3.82    0.000      0.0352  3.624      13.04      -189.43    13.91       -175.51     -175.51 0.00        0.00        9.02    -0.0261     0.1064 701.85 
ELMD3   15.21   36.56      2.66    2.431      0.00    0.907      75.28      12.77      -2.86       16.23       8.87    0.1904      0.0936      1.05    0.0926      0.0728 1386530.00
VIGR3   25.00   36.57      2.55    0.763      0.00    0.899      11.45      12.39      -5.02       15.20       22.95   0.0616      0.0228      1.26    0.0906      0.0698 0.00   
PARD3   20.25   36.76      5.30    2.565      0.0553  2.095      -54.06     17.52      -8.62       18.12       11.99   0.1464      0.07        0.90    0.1526      0.1442 0.00   
JOPA3   24.00   37.50      0.45    0.120      0.0342  0.108      0.28       2.89       1.74        9.58        8.17    0.0414      0.0065      2.07    0.0564      0.0119 110592.00
ALSC3   27.75   38.57      2.20    10.717     0.0095  1.202      9.41       19.33      -4.22       17.49       14.08   0.5545      0.293       5.39    0.0703      0.0569 0.00   
RHDS3   0.11    39.98      3.24    0.548      0.00    0.790      -65.29     7.49       -2.70       10.70       8.06    0.0731      0.0117      0.97    0.118       0.0812 0.00   
RENT3   59.23   40.65      2.49    2.337      0.0243  0.851      241.31     11.84      -1.87       17.16       9.40    0.1974      0.0573      1.02    0.0897      0.0613 409345000.00
RAIA3   30.50   41.22      2.98    0.897      0.00    1.777      4.31       18.18      5.06        16.73       16.73   0.0493      0.0218      2.20    0.178       0.0722 0.00   
AESB3   10.83   41.31      1.46    2.025      0.00    0.329      19.96      7.00       -0.60       16.90       9.63    0.2895      0.1112      1.11    0.0547      0.0353 22638900.00
IMCH3   6.39    41.83      0.59    0.336      0.00    0.289      -9.49      12.28      -0.78       21.16       6.62    0.0273      0.008       0.82    0.0255      0.014 0.00   
PEAB4   74.00   42.14      1.38    19.066     0.0044  1.086      3.85       102.00     11.40       89.68       59.11   0.1869      0.4524      12.49   0.0144      0.0327 0.00   
JBSS3   23.21   42.68      1.23    0.143      0.0431  0.240      1.45       -0.95      -0.62       -2.42       -3.00   -0.151      0.0035      1.70    -0.3443     0.0287 178647000.00
PTQS4   189.46  43.43      2.19    4.717      0.00    1.577      9.89       -7214.41   -35.73      -7466.35    -7466.35 -0.0007     0.1137      3.32    -0.0002     0.0504 0.00   
UOLL4   19.62   43.52      2.35    2.054      0.00    1.403      457.14     15.14      -12.83      16.49       16.49   0.1356      0.0469      1.01    0.1057      0.054 0.00   
RAIL3   22.90   44.14      2.67    4.029      0.0029  0.861      7.46       12.83      -1.96       16.49       10.11   0.314       0.0914      1.99    0.0793      0.0604 317626000.00
RADL3   28.33   45.09      8.51    1.480      0.0091  2.511      13.44      24.28      -21.43      25.52       14.06   0.061       0.0334      1.47    0.1419      0.1886 163703000.00
CGAS3   124.40  46.86      37.10   1.035      0.0259  1.177      66.88      5.73       -2.01       7.59        6.36    0.1808      0.0221      1.05    0.2771      0.7918 12463.30
CGAS5   128.01  48.22      38.18   1.065      0.0276  1.211      68.82      5.89       -2.07       7.75        6.50    0.1808      0.0221      1.05    0.2771      0.7918 107477.00
CEPE5   40.12   48.28      2.01    0.355      0.00    0.224      -12.52     2.39       -0.35       8.19        6.21    0.149       0.0074      0.93    0.1044      0.0416 0.00   
PLTO6   10.47   50.81      692616.00 0.690      0.00    0.901      2.90       55.05      -1.55       56.35       56.35   0.0125      0.0136      3.87    0.0174      13632.00 0.00   
CEPE6   43.00   51.75      2.15    0.381      0.00    0.240      -13.42     2.56       -0.37       8.36        6.34    0.149       0.0074      0.93    0.1044      0.0416 0.00   
SULA11  22.25   52.23      1.13    0.432      0.0027  0.314      0.85       -13.07     -4.60       6.62        8.51    -0.033      0.0083      2.29    -0.0562     0.0217 0.00   
SULA3   7.43    52.32      1.13    0.433      0.0027  0.314      0.85       -13.09     -4.61       6.59        8.48    -0.033      0.0083      2.29    -0.0562     0.0217 0.00   
HBSA3   3.67    52.55      1.76    1.390      0.00    0.435      3.39       6.06       -0.81       13.79       7.74    0.2293      0.0264      2.44    0.084       0.0335 46961200.00
JOPA4   33.80   52.81      0.63    0.168      0.0267  0.152      0.40       4.06       2.45        10.76       9.18    0.0414      0.0065      2.07    0.0564      0.0119 0.00   
PLTO5   10.94   53.09      723708.00 0.721      0.00    0.942      3.03       57.52      -1.62       58.82       58.82   0.0125      0.0136      3.87    0.0174      13632.00 0.00   
FFTL3   25.00   53.22      2.26    3.410      0.00    1.508      23.71      20.90      -15.54      20.55       20.55   0.1632      0.0816      1.37    0.0891      0.0424 0.00   
FFTL4   25.06   53.34      2.26    3.418      0.00    1.512      23.77      20.95      -15.58      20.60       20.60   0.1632      0.0816      1.37    0.0891      0.0424 0.00   
SULA4   7.63    53.73      1.17    0.444      0.0026  0.323      0.88       -13.45     -4.73       6.24        8.02    -0.033      0.0083      2.29    -0.0562     0.0217 0.00   
CEAB3   8.12    53.83      0.88    0.393      0.00    0.286      1.61       5.67       -1.45       7.04        2.68    0.0692      0.0073      1.59    0.069       0.0164 26801300.00
BSEV3   9.00    56.31      -10.76  0.889      0.00    0.776      -1.59      4.40       -1.02       7.59        3.70    0.2019      0.0158      0.39    0.2066      -0.1912 0.00   
APER3   42.87   56.63      1.76    2.829      0.0076  1.023      -47.05     14.12      -4.81       13.93       10.05   0.2004      0.0496      0.90    0.0796      0.031 4744310.00
CEGR3   85.00   57.30      15.75   3.753      0.012   4.909      -225.52    21.38      -11.81      22.10       22.10   0.1755      0.0655      0.93    0.2899      0.2748 0.00   
GVTT3   57.70   57.38      3.68    4.312      0.00    2.268      21.82      25.92      -18.43      26.65       26.65   0.1664      0.0752      1.66    0.1032      0.0642 0.00   
PETZ3   4.01    57.89      1.03    0.591      0.0069  0.467      2.87       10.05      -2.30       9.97        3.70    0.0587      0.0102      1.90    0.0583      0.0178 48555000.00
ENEV3   12.35   58.98      1.51    2.021      0.00    0.400      11.12      8.71       -0.87       15.87       9.31    0.232       0.0362      1.18    0.0564      0.0256 108542000.00
AEDU3   18.35   59.34      3.32    4.141      0.00    2.159      17.00      41.06      -21.55      43.27       29.01   0.1008      0.0698      2.04    0.0577      0.056 0.00   
ENAT3   15.58   59.89      1.07    2.558      0.0096  0.507      3.99       10.36      -2.19       11.95       5.60    0.247       0.0427      1.77    0.0703      0.0178 27378100.00
ELET5   85.00   61.25      1.73    5.565      0.00    0.708      7.23       18.69      -1.86       22.42       16.69   0.2978      0.0858      1.88    0.0433      0.0283 850.00 
SUBA3   84.00   61.95      8.39    8.067      0.00    6.778      8.03       115.78     8.09        106.17      106.17  0.0697      0.1302      5.55    0.1911      0.1354 0.00   
CSAB3   34.00   65.13      1.23    348.160    0.0177  0.631      0.00       21.02      0.00        0.00        0.00    16.5627     5.3453      0.00    0.00        0.0189 253.75 
IGTA3   33.13   69.21      1.89    5.542      0.00    0.971      82.03      11.07      -3.67       13.41       10.26   0.5004      0.0851      1.06    0.1056      0.0273 0.00   
DAGB33  375.00  71.75      1.60    0.640      0.00    0.510      15.24      11.87      -1.27       19.35       30.65   0.0539      0.0167      1.17    0.0496      0.0224 0.00   
CTPC3   0.20    76.36      1.08    0.000      0.00    0.097      0.00       -16.86     0.00        -18.75      -18.75  0.00        0.00        0.00    0.00        0.0141 0.00   
NINJ3   4.60    78.20      0.82    3.845      0.00    0.768      0.87       -8.63      0.88        1.58        1.73    -0.4453     0.0492      16.07   -1.3111     0.0105 4788900.00
DTCY3   5.00    81.73      -33.63  7.094      0.00    7.919      -41.75     -19.07     -8.06       -19.28      -93.47  -0.372      0.0868      0.57    -0.4504     -0.4115 151.65 
ROMI4   185.00  82.14      14.47   11.923     0.00    7.210      20.69      90.38      64.07       93.10       71.77   0.1319      0.1458      2.31    0.0955      0.1762 0.00   
RLOG3   23.08   82.76      4.26    1.534      0.00    0.229      1.49       5.32       -0.50       12.43       6.68    0.2885      0.0707      2.64    0.0536      0.0515 0.00   
CSAB4   50.00   95.78      1.81    512.000    0.0133  0.929      0.00       30.91      0.00        0.00        0.00    16.5627     5.3453      0.00    0.00        0.0189 2552.40
HGTX3   37.50   101.99     3.57    4.178      0.00    2.480      7.50       105.87     9.93        106.77      42.50   0.0395      0.041       2.47    0.03        0.0351 0.00   
PQUN3   15.44   104.31     1.88    0.545      0.00    0.523      7.57       19.50      -0.97       40.25       40.25   0.028       0.0052      1.61    0.0302      0.0181 0.00   
PQUN4   15.44   104.31     1.88    0.545      0.00    0.523      7.57       19.50      -0.97       40.25       40.25   0.028       0.0052      1.61    0.0302      0.0181 0.00   
IRBR3   48.93   106.98     0.97    0.621      0.00    0.186      0.00       -7.30      0.00        0.00        0.00    -0.0851     0.0058      0.00    0.00        0.009 83738500.00
MEGA3   9.13    109.89     1.12    2.045      0.00    0.317      -2.43      7.59       -0.53       19.17       12.04   0.2693      0.0195      0.48    0.0442      0.0102 10441700.00
TMAR6   42.01   112.59     0.71    0.519      0.00    0.181      1.49       4.04       -0.50       8.29        3.21    0.1284      -0.0042     1.62    0.0578      0.0063 0.00   
TMAR5   42.67   114.35     0.72    0.527      0.00    0.184      1.51       4.10       -0.51       8.35        3.24    0.1284      -0.0042     1.62    0.0578      0.0063 0.00   
CRFB3   11.31   121.63     1.21    0.217      0.0195  0.273      -6.12      5.68       -0.86       9.69        6.59    0.0381      0.0038      0.91    0.0615      0.0099 82254200.00
NETC3   38.50   123.10     2.12    1.290      0.00    1.074      -33.02     10.82      -2.96       12.15       5.27    0.1193      0.0155      0.80    0.1095      0.0172 0.00   
NETC4   40.00   127.89     2.20    1.340      0.00    1.116      -34.31     11.24      -3.08       12.57       5.45    0.1193      0.0155      0.80    0.1095      0.0172 0.00   
PATI3   29.00   132.91     0.82    0.367      0.0167  0.407      0.83       17.30      1.55        14.74       11.19   0.0212      0.0028      2.78    0.0442      0.0062 2731.98
SIMH3   8.38    135.29     2.01    0.229      0.0188  0.112      0.84       1.24       -0.19       7.06        4.83    0.185       0.0115      1.75    0.1116      0.0148 31209200.00
MERC4   7.01    146.46     0.51    0.000      0.0642  0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0035 313.45 
PATI4   33.00   151.24     0.93    0.417      0.0639  0.463      0.94       19.68      1.77        17.13       13.00   0.0212      0.0028      2.78    0.0442      0.0062 82.50  
CEPE3   128.00  154.04     6.41    1.134      0.00    0.715      -39.96     7.61       -1.11       13.41       10.18   0.149       0.0074      0.93    0.1044      0.0416 0.00   
TMAR3   62.00   166.16     1.04    0.765      0.00    0.268      2.20       5.96       -0.74       10.21       3.96    0.1284      -0.0042     1.62    0.0578      0.0063 0.00   
MLFT4   22.39   169.28     11.34   41.519     0.00    6.483      80.45      84.45      -27.92      87.75       67.12   0.4916      0.2499      1.71    0.0901      0.067 0.00   
CASN3   10.45   178.97     5.40    6.821      0.0019  2.387      -34.51     42.19      -5.39       48.70       28.36   0.1617      0.0381      0.63    0.0592      0.0302 0.00   
BIDI3   3.40    225.51     1.06    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0047 0.00   
BIDI4   3.41    226.17     1.06    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0047 0.00   
BIDI11  10.40   229.93     1.08    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0047 0.00   
ELEV3   24.30   312.39     3.22    0.688      0.00    0.954      5.75       37.19      -5.18       51.41       51.41   0.0185      0.0027      1.47    0.0301      0.0103 0.00   
MERC3   15.28   319.25     1.11    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0035 0.00   
RHDS4   1.00    363.45     29.50   4.977      0.00    7.182      -593.56    68.11      -24.55      71.32       53.72   0.0731      0.0117      0.97    0.118       0.0812 0.00   
PRBC4   14.54   511.91     39.16   0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0765 0.00   
UBBR4   7.49    610.27     1.99    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0033 0.00   
UBBR11  14.75   1201.81    3.91    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0033 0.00   
UBBR3   18.00   1466.61    4.77    0.000      0.00    0.000      0.00       0.00       0.00        0.00        0.00    0.00        0.00        0.00    0.00        0.0033 0.00   
